productores_sociedad_matricula,productores_sociedad_tipo_id,productores_sociedad_id,productores_sociedad_denominacion,ramo
1049,CUIT,30710837976,ESTUDIO TANTERA S.R.L. ,Patrimoniales y Vida
1050,CUIT,30710974280,IBBOS S.A. ,Patrimoniales y Vida
1051,CUIT,33710538099,ACTIS & BAYUGAR S.R.L. ,Patrimoniales y Vida
1052,CUIT,30710878079,NORDEN LA PAMPA S.A. ,Patrimoniales y Vida
1053,CUIT,30710928092,HERNAEZ & ASOC. S.R.L. ,Patrimoniales y Vida
1054,CUIT,30710869460,HALFF ARGENTINA S.A. ,Patrimoniales y Vida
1055,CUIT,30710867360,MORTOLA ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1056,CUIT,30710898282,ORGANIZACION DE PRODUCTORES-ASESORES DE SEGUROS BIG  SRL. ,Patrimoniales y Vida
1057,CUIT,30710888813,J.PIETRANERA S.A. ,Patrimoniales y Vida
1058,CUIT,33711013909,MET ASESORES DE EGUROS S.A. ,Patrimoniales y Vida
1060,CUIT,30710949936,MEF BROKERS DE ASESORES DE SEGUROS S. R. L. ,Patrimoniales y Vida
1061,CUIT,30710731167,NUEVA IMAGEN GERENCIADORA DE RIESGOS S. R. L. ,Patrimoniales y Vida
1062,CUIT,30710398492,MORRONE Y CIA. S.A. ,Articulo 19
1064,CUIT,30710504969,CAPBROKER S.A. ,Patrimoniales y Vida
1065,CUIT,30710970099,SEGURCRET BROKERS S.R.L. ,Patrimoniales y Vida
1066,CUIT,30710933657,AES S.R.L. ,Patrimoniales y Vida
1067,CUIT,30710701403,GRUPO ASESOR DEL SUR S.A. ,Patrimoniales y Vida
1068,CUIT,30710170211,ORGANIZACION GIOLITTI S.A. ,Patrimoniales y Vida
1069,CUIT,30710999348,RAICES S.A. ASESORES DE SEGUROS ,Patrimoniales y Vida
1070,CUIT,30710953321,TG LINEAS PERSONALES S.A. ,Patrimoniales y Vida
1071,CUIT,33662347049,ORGANIZACION GALLARDO S.A. PRODUCTORES ASESORES DE SEGUROS ,Patrimoniales y Vida
1072,CUIT,30711139652,GRUPO FRECCERO S.R.L. ,Patrimoniales y Vida
1074,CUIT,30711068208,PANANBROKER S.A. ,Patrimoniales y Vida
1076,CUIT,30711061882,RISK CONSULTANT S.A. ,Patrimoniales y Vida
1077,CUIT,30711213909,GLOBAL SOLUTION BROKER S.A. ,Patrimoniales y Vida
1080,CUIT,30711236720,S & D CONSULTORES ASESORES  DE SEGUROS S.R.L. ,Patrimoniales y Vida
1081,CUIT,30711241848,UNION DE ASESORES DE PILAR S.A. ,Patrimoniales y Vida
1082,CUIT,30711256578,FITSBROKERS S.A. ,Patrimoniales y Vida
1083,CUIT,30711216967,SAN NICOLAS BROKERS S.A. ,Patrimoniales y Vida
1084,CUIT,30711293066,UW BROKERS S.A. ,Patrimoniales y Vida
1085,CUIT,30711241449,INNOVASEG S. A. ,Patrimoniales y Vida
1086,CUIT,30711285365,LIBRIZZI Y ASOCIADOS S.A. ,Patrimoniales y Vida
1088,CUIT,30711220603,INDUSTRIAL ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1089,CUIT,30711326118,A&G. ORGANIZACION DE PRODUCTORE ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1090,CUIT,30711084548,SERVIR S.A. ,Patrimoniales y Vida
1091,CUIT,30711359415,FRIBOURG S.A. ,Patrimoniales y Vida
1092,CUIT,30711315418,CONSULTORA TYR SRL. ,Patrimoniales y Vida
1093,CUIT,30711190135,ROSSO ASESOR & PRODUCTOR DE SEGUROS S.A. ,Patrimoniales y Vida
1094,CUIT,30711225087,VALLEJO PRODUCTORES ASESORES S.R.L. ,Patrimoniales y Vida
1095,CUIT,30711354871,ORGANIZACION SUR S.R.L. ,Articulo 19
1096,CUIT,30711298742,GUIDI BROKER S.A. ,Patrimoniales y Vida
1097,CUIT,30711382662,NORFOLK CONSULTING GROUP S.A. ,Patrimoniales y Vida
1098,CUIT,30711307148,SURETY ARGENTINA S.A. ,Patrimoniales y Vida
1100,CUIT,30711323658,PROFESSIONAL BROKERS S.A. ,Patrimoniales y Vida
1101,CUIT,30711348529,RUBIO ASESORES DE SEGUROS SOCIEDAD DE RESPONSABILIDAD LIMITADA ,Patrimoniales y Vida
1102,CUIT,30711332959,OSVALDO MATTALIA SRL. ,Articulo 19
1103,CUIT,30711458316,MC BROKERS S.R.L ,Patrimoniales y Vida
1104,CUIT,30711470499,FRANSEGUR  S.R.L. ,Patrimoniales y Vida
1105,CUIT,30711152977,PEREIRA Y ASOCIADOS SRL. ,Patrimoniales y Vida
1106,CUIT,30711455384,ELLER BROKERS DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1107,CUIT,30711501602,LOS HACHE S.A. ,Patrimoniales y Vida
1108,CUIT,30711508941,ADMINISTRACION METROPOLITANA SRL ,Patrimoniales y Vida
1109,CUIT,30711469415,JOSE LUIS GALLO Y ASOCIADOS S.R.L. ,Articulo 19
1110,CUIT,30711497141,ORGANIZACION FEDERAL DE SERVICIOS S.A. ,Patrimoniales y Vida
1111,CUIT,30711521948,ARIEL SILVA ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1112,CUIT,30711564256,ESEPE BROKERS S.R.L. ,Patrimoniales y Vida
1113,CUIT,30710763301,ASESORES DE SEGUROS S.E.S SRL. ,Patrimoniales y Vida
1114,CUIT,30711566860,TABOAS Y ASOCIADOS S.A. ,Patrimoniales y Vida
1115,CUIT,30710722222,GESYSER S.A. ,Patrimoniales y Vida
1116,CUIT,30711620113,CHRONOS BROKER S.A. ,Patrimoniales y Vida
1117,CUIT,30711593469,ROYBA & ASOCIADOS S.A. ,Patrimoniales y Vida
1119,CUIT,30711556954,MOLINARI-CHOUHY ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1120,CUIT,30711527199,NB PRODUCTORES S.A. ,Patrimoniales y Vida
1121,CUIT,30711392404,P.A.S.  S.A. ,Patrimoniales y Vida
1122,CUIT,30711641137,GRUPO RIAFRECHA S.R.L. ,Patrimoniales y Vida
1123,CUIT,30711689628,SOLUTIONS BROKERS S.R.L. ,Patrimoniales y Vida
1124,CUIT,30711694907,ELIA Y ASOCIADOS  S.R.L. ,Patrimoniales y Vida
1125,CUIT,30711583455,MUSCA S.A. ,Patrimoniales y Vida
1126,CUIT,30711628610,SECURITY GROUP Y ASOCIADOS S.A. ,Patrimoniales y Vida
1127,CUIT,30711736596,PARH ASESORES PRODUCTORES DE SEGUROS SRL. ,Patrimoniales y Vida
1128,CUIT,30711745382,ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1129,CUIT,30711558221,NET BROKER S.A. ,Patrimoniales y Vida
1130,CUIT,30710652453,SEGUBROKER S.A. ,Patrimoniales y Vida
1131,CUIT,30711755248,PREVISION UNIVERSAL S.A. ,Patrimoniales y Vida
1132,CUIT,30711426015,FERNANDO O. CARRIN Y CIA. SOCIEDAD COLECTIVA ,Patrimoniales y Vida
1133,CUIT,30711488258,VALFE S.A. ,Patrimoniales y Vida
1136,CUIT,30711852294,CASTRO ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1137,CUIT,30711841012,P.R.CASTELLI S.R.L. ,Patrimoniales y Vida
1138,CUIT,30711894507,GRUPO TMG ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1140,CUIT,30711909040,ESTUDIO BOSCH S.R.L. ,Patrimoniales y Vida
1141,CUIT,30711912971,LITSA S.R.L. ,Patrimoniales y Vida
1143,CUIT,33697961599,UNA CIFRA S.A. ,Patrimoniales y Vida
1144,CUIT,30711802904,COMPRE DIRECTO S.A. ,Patrimoniales y Vida
1145,CUIT,30711943346,MS RISK SERVICES S.A. ,Patrimoniales y Vida
1146,CUIT,30711945993,BRI BROKERS S.A. ,Patrimoniales y Vida
1147,CUIT,30711828113,TORRES - BOAGLIO S.R.L. ,Patrimoniales y Vida
1148,CUIT,30711985758,VFS ARGENTINA ASESORES DE SEGUROS SRL ,Patrimoniales y Vida
1150,CUIT,30712001093,PINASCO SOLVEYRA SRL ,Patrimoniales y Vida
1151,CUIT,30712078800,SERVICE RISK S.A. ,Patrimoniales y Vida
1152,CUIT,33712058469,ORGANIZACION NANZER & CIA.PRODUCTORES ASESORES DE SEGUROS SOCIEDAD COLECTIVA ,Patrimoniales y Vida
1153,CUIT,30712207600,RC S.R.L. ,Patrimoniales y Vida
1154,CUIT,30712096337,S & M ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1155,CUIT,30712129308,ASESORES SEGUROENLINEA S.A. ,Patrimoniales y Vida
1156,CUIT,30712065695,GUILLERMO STORINO Y ASOCIADOS S.R.L. ,Patrimoniales y Vida
1157,CUIT,30712104984,WEB BROKER SA  ,Patrimoniales y Vida
1158,CUIT,30712097465,GERBAUDI & CLEMENTE ASESORES S.R.L.   ,Patrimoniales y Vida
1159,CUIT,30712049258,EXASEG SRL ,Patrimoniales y Vida
1160,CUIT,30712182276,BROKART S.R.L. ,Patrimoniales y Vida
1161,CUIT,30712193227,ORGANIZADORA SUR S.A. ,Patrimoniales y Vida
1164,CUIT,30712218173,INTERNO S.R.L. ,Patrimoniales y Vida
1165,CUIT,30712201823,GRUPO AMUCHASTEGUI S.A. ,Patrimoniales y Vida
1166,CUIT,30712236392,CONSULTORA CENTRAL B & C S.R.L. ,Patrimoniales y Vida
1167,CUIT,30711879508,BDF PRODUCTORES ASESORES SA ,Patrimoniales y Vida
1168,CUIT,33712285929,VILLANUEVA PRODUCTORES ASESORES DE SEGUROS SRL ,Patrimoniales y Vida
1170,CUIT,30712315101,SAS CONSULTORES S.R.L. ,Patrimoniales y Vida
1171,CUIT,30712394737,CMD Y ASOCIADOS S.R.L. ,Patrimoniales y Vida
1172,CUIT,30712390472,ORGANIZACION COUYET SA ,Patrimoniales y Vida
1173,CUIT,33712374719,GRUPO QV SRL ,Articulo 19
1174,CUIT,30712389075,SEGURARSE ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1175,CUIT,30712295917,BROKER DEL BOULEVARD S.R.L. ,Patrimoniales y Vida
1176,CUIT,30712441999,MENOTTI-ELISEI PRODUCTORES ASOCIADOS ,Patrimoniales y Vida
1177,CUIT,30712465979,GSA BROKER S.R.L ,Patrimoniales y Vida
1179,CUIT,30712522360,SIGNAL ASSISTANCE SRL ,Patrimoniales y Vida
1180,CUIT,30712284222,ICONO SRL ,Patrimoniales y Vida
1181,CUIT,30712521712,SCHWARTZMAN & ASOCIADOS SA ,Patrimoniales y Vida
1182,CUIT,30712365079,ORGANIZACION DE PRODUCTORES B & R SRL ,Patrimoniales y Vida
1183,CUIT,30711778744,J N ASESORES DE SEGUROS SA ,Patrimoniales y Vida
1184,CUIT,30712245464,SEGURMAX S.R.L. ,Patrimoniales y Vida
1185,CUIT,30712478795,BROKER ASESORES S.A ,Patrimoniales y Vida
1186,CUIT,30712477314,FMA BROKERS S.R.L. ,Patrimoniales y Vida
1187,CUIT,30712885005,ACS COMERCIAL ASESORES DE SEGUROS SRL ,Patrimoniales y Vida
1188,CUIT,33712530419,DANVER S.R.L. ,Patrimoniales y Vida
1191,CUIT,33712603009,B.D.S S.R.L. ,Patrimoniales y Vida
1192,CUIT,30712771409,SAGA SRL ,Patrimoniales y Vida
1193,CUIT,30713123303,ORGANIZACION RIPA SA ,Patrimoniales y Vida
1194,CUIT,30713257105,GOSALBEZ E HIJOS SRL ,Patrimoniales y Vida
1195,CUIT,33712536239,SRG UNIVERSAL BROKER S.A ,Patrimoniales y Vida
1196,CUIT,30712797904,TOTAL RISK SRL ,Patrimoniales y Vida
1197,CUIT,30713287608,UNION COMERCIAL AI SRL ,Patrimoniales y Vida
1198,CUIT,33712544789,RED PAR BROKER SA ,Patrimoniales y Vida
1199,CUIT,30712206280,ULTU SA ,Patrimoniales y Vida
1202,CUIT,30683252375,MERCOSUR CONSULTORES SRL ,Patrimoniales y Vida
1203,CUIT,33713293909,AMERISE RICHARD SERVICIOS SRL ,Patrimoniales y Vida
1205,CUIT,30714052817,ARDAMA 2020 SA ,Patrimoniales y Vida
1206,CUIT,30713813601,VIRTUAL RISK SA ,Patrimoniales y Vida
1207,CUIT,30714021830,MAZZEO Y ALTERLEIB SA ,Patrimoniales y Vida
1208,CUIT,30713771402,ZEN BROKERS SA ,Patrimoniales y Vida
1209,CUIT,30714011037,GRUPO GOMEZ URIA 3G SRL ,Patrimoniales y Vida
1210,CUIT,30712672605,HBO BROKER SOCIEDAD ANONIMA ,Patrimoniales y Vida
1211,CUIT,30714071102,ASE ADMINISTRADORES SA ,Patrimoniales y Vida
1212,CUIT,30714058386,GRUPO MERIDIEM SRL ,Patrimoniales y Vida
1213,CUIT,30714091758,EPS BROKER S.A. ,Patrimoniales y Vida
1215,CUIT,30714101281,MASTER BROKER S.A. ,Patrimoniales y Vida
1216,CUIT,30714122564,FURTHER SOLUTIONS S.A. ,Patrimoniales y Vida
1217,CUIT,30714016225,AVENALI & ASOCIADOS SA ,Patrimoniales y Vida
1218,CUIT,30714096318,S Y C BROKERS ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1219,CUIT,30714046825,BUHO SOCIEDAD DE RESPONSABILIDAD LIMITADA ,Patrimoniales y Vida
1220,CUIT,30714123676,AIRES BROKERS SA ,Patrimoniales y Vida
1221,CUIT,30714133922,SUPRA BROKERS SA ,Patrimoniales y Vida
1222,CUIT,30714109002,GRUPO FIDUS BROKER DE ASESORES DE SEGUROS SA ,Patrimoniales y Vida
1223,CUIT,30712449353,GRUPO ASESOR VILLA MARIA SRL ,Patrimoniales y Vida
1224,CUIT,33714082189,CSCONSULTORES DE PRODUCTORES ASESORES DE SEGUROS ,Patrimoniales y Vida
1225,CUIT,30714158615,LA UNION ARG ASESORES Y PROD DE SEGUROS SA ,Patrimoniales y Vida
1226,CUIT,30714113077,BLED SERVICIOS DE PRODUCTORES ASESORES DE SEGUROS SRL ,Patrimoniales y Vida
1227,CUIT,30714204374,FX BROKER SA ,Patrimoniales y Vida
1228,CUIT,30714164615,ORGANIZACION COM SRL ,Patrimoniales y Vida
1229,CUIT,30714204498,MCR ASESORES SRL ,Patrimoniales y Vida
1230,CUIT,30714163333,HAMMERFEST SRL ,Patrimoniales y Vida
1231,CUIT,30714297402,ORGANIZACION MESOPOTAMICA ASESORAMIENTO Y SERVICIOS SA ,Patrimoniales y Vida
1232,CUIT,30714230227,JGD SRL ,Patrimoniales y Vida
1234,CUIT,33714249849,MASTRANGELO ASESORES DE SEGUROS SRL ,Patrimoniales y Vida
1235,CUIT,30714231991,PRODUCTORES ASESORES DE SEGUROS NOVECIENTOS ONCE SRL ,Patrimoniales y Vida
1236,CUIT,30710568770,ANSELMI ASESORES DE SEGUROS SA ,Patrimoniales y Vida
1237,CUIT,30714319414,LKS GROUP SRL ,Patrimoniales y Vida
1238,CUIT,30711574723,ORGANIZACION VILLA MARIA BROKER DE PRODUCTORES ASESORES DE SEGUROS SRL ,Articulo 19
1239,CUIT,30714124850,GRUPO ABYS SA ,Patrimoniales y Vida
1241,CUIT,30714297127,ZABALAS BLAUTZIK BARREIRO SRL ,Patrimoniales y Vida
1242,CUIT,30714355860,CYB  Y  ASOCIADOS ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1243,CUIT,30714400157,MITRE BROKER ASESORES DE SEGUROS SA ,Patrimoniales y Vida
1245,CUIT,30714352675,ALBERT PRODUCTORES DE SEGUROS SA ,Patrimoniales y Vida
1246,CUIT,30714248258,ONCE ESTRELLAS BROKER SRL ,Patrimoniales y Vida
1247,CUIT,30714416665,BROKER DEL PUERTO SRL ,Patrimoniales y Vida
1248,CUIT,33714440069,ORGANIZACION GIAQUINTA ELIAS SRL ,Patrimoniales y Vida
1249,CUIT,30714230413,TRASCENDER PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1250,CUIT,30710736231,S&C WHOLESALE DIVISION S.A. ,Patrimoniales y Vida
1251,CUIT,30714496308,AMK BROKERS S.R.L. ,Patrimoniales y Vida
1252,CUIT,30714125628,GRUPO SABELLI S.R.L. ,Patrimoniales y Vida
1254,CUIT,30714217387,MOLINARO BELLIN S.A. ,Patrimoniales y Vida
1255,CUIT,30714386928,CASTELLANOS & ASOCIADOS BROKER S.A. ,Patrimoniales y Vida
1256,CUIT,30714532347,APOL S.R.L. ,Patrimoniales y Vida
1257,CUIT,30713618809,SEGPA SA ,Patrimoniales y Vida
1258,CUIT,30714529613,ORGANIZACION ERNANDES S.R.L ,Patrimoniales y Vida
1259,CUIT,30714566845,LUDLOW S.A ,Patrimoniales y Vida
1260,CUIT,30714573388,HDIB S.A. ,Patrimoniales y Vida
1261,CUIT,30714478237,MELIOREM SA ,Patrimoniales y Vida
1262,CUIT,30714514306,BLF BROKER PRODUCTORES Y ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1263,CUIT,30714504009,"ORGANIZACION P&H S.A, ",Articulo 19
1264,CUIT,30714587982,JOSE HERVIDA BROKER DE ASESORES DE SEGUROS SOCIEDAD ANONIMA ,Patrimoniales y Vida
1265,CUIT,30714541729,PRODUCTORES ASESORES DE SEGUROS SOBRE RUEDAS S.A. ,Patrimoniales y Vida
1266,CUIT,30712206256,R&R ABRATTE PRODUCTORES DE SEGUROS S.A. ,Patrimoniales y Vida
1267,CUIT,30714524573,BQB S.A. ,Patrimoniales y Vida
1268,CUIT,30710826303,A.U.GROUP LATINA S.A. ,Patrimoniales y Vida
1269,CUIT,30714630683,LH BROKER ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1270,CUIT,30710330243,AWANKA S.R.L. ,Patrimoniales y Vida
1271,CUIT,30714650331,ORGANIZACION FELIU BADALO S.A. ,Patrimoniales y Vida
1272,CUIT,30714572438,MEDE ASESORES DE SEGUROS SA ,Patrimoniales y Vida
1273,CUIT,30714362875,QUALITY BROKERS S.R.L. ,Patrimoniales y Vida
1274,CUIT,30714653020,ORGANIZACION DE PRODUCTORES Y ASESORES DE SEGUROS ROCAR SRL ,Patrimoniales y Vida
1275,CUIT,30714678740,CYCLESEG S.R.L. ,Patrimoniales y Vida
1276,CUIT,30714653241,MARGENTI S.A. ,Patrimoniales y Vida
1277,CUIT,30552790606,EDUARDO RUESTA S.A. ,Patrimoniales y Vida
1278,CUIT,30714734853,GRUPO MAGON ASESORES DE SEGUROS S.R.L ,Patrimoniales y Vida
1279,CUIT,33714734739,CTC BROKERS SA ,Patrimoniales y Vida
1280,CUIT,33714565449,PVW BROKERS S R L  ,Patrimoniales y Vida
1281,CUIT,30710732945,BIENASEGURADO PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1282,CUIT,30711935947,ARSA ADMINISTRADORA DE RIESGOS S.A. ,Patrimoniales y Vida
1283,CUIT,30714761230,RUMBO ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1285,CUIT,30714771511,AGENCIA ADOLFO ROBLES S.A. ,Patrimoniales y Vida
1287,CUIT,30714809764,MACKINLAY S.A. ,Patrimoniales y Vida
1288,CUIT,30714681784,"SA MOUCO, COELHO Y ASOCIADOS S.R.L.  ",Patrimoniales y Vida
1289,CUIT,30714844306,ROVISEG S.A. ,Patrimoniales y Vida
1290,CUIT,30711958599,UP BROKERS S.R.L. ,Patrimoniales y Vida
1291,CUIT,30714947156,ACTIVOS GROUP SRL ,Patrimoniales y Vida
1292,CUIT,30714803677,MANFREDI Y ALCALDE SRL ,Patrimoniales y Vida
1293,CUIT,30714915955,MANCINI-UCHA SRL ,Patrimoniales y Vida
1294,CUIT,30714775231,ROHFE CONSULTORES DE RIESGOS S.A ,Patrimoniales y Vida
1295,CUIT,30714928682,DYM ASESORES DE SEGUROS SRL ,Patrimoniales y Vida
1296,CUIT,30714955515,SAN MARTIN PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1297,CUIT,30714886556,LOS CERROS PRODUCTORES ASESORES DE SEGUROS S.A.  ,Patrimoniales y Vida
1298,CUIT,30714983659,S.F. PRODUCTORES DE SEGUROS Y SERVICIOS S.A. ,Patrimoniales y Vida
1299,CUIT,30715005138,OPTIMA ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1300,CUIT,30715013564,SIMPLE GROUP S.R.L. ,Patrimoniales y Vida
1301,CUIT,30715009869,CAFENACANIS ST. S.A. ,Patrimoniales y Vida
1302,CUIT,30715012843,MAKELAAR S.A. ,Patrimoniales y Vida
1304,CUIT,30715009680,PICCOLINI ASESORES SRL ,Patrimoniales y Vida
1305,CUIT,30714991929,BA MANAGERS S.A. ,Patrimoniales y Vida
1306,CUIT,30714936812,ASPEN BROKER S.A. ,Patrimoniales y Vida
1307,CUIT,30715024981,P & T BROKERS ARGENTINA S.A. ,Patrimoniales y Vida
1308,CUIT,30714977950,CENTRALIA BROKERS S.A. ,Patrimoniales y Vida
1309,CUIT,30715046977,ROA ASESORES DE SEGUROS SOCIEDAD ANONIMA ,Patrimoniales y Vida
1310,CUIT,30714756016,CIS 1 S.R.L. ,Patrimoniales y Vida
1311,CUIT,30714950718,COMPARA Y AHORRA SRL ,Patrimoniales y Vida
1312,CUIT,30715049348,AZARA PRODUCTORES DE SEGUROS SRL ,Patrimoniales y Vida
1313,CUIT,30715082132,DEL LIBERTADOR PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1314,CUIT,30715069179,JOINPAS SRL ,Patrimoniales y Vida
1315,CUIT,30715001949,ANTUNEZ-MARCHEGIANI S.R.L. ,Patrimoniales y Vida
1316,CUIT,30715026550,ORGANIZACIÓN GARCIA-MARIÑO SRL ,Patrimoniales y Vida
1317,CUIT,30715052594,GONNET M&P ,Patrimoniales y Vida
1319,CUIT,30715109596,"ADLERCREUTZ, GIROTTO Y ASOCIADOS S.R.L. ",Patrimoniales y Vida
1320,CUIT,30715087282,ORGANIZACION CENTRO PRODUCTOR ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1321,CUIT,30715116371,GLOBAL AMERICAN BROKERS SA. ,Patrimoniales y Vida
1322,CUIT,30714076767,RMASD GROUP S.A. ,Patrimoniales y Vida
1323,CUIT,30712365575,MACHO SRL ,Patrimoniales y Vida
1324,CUIT,30715122290,GRUPO DE ASESORES EN COBERTURA SOCIEDAD ANONIMA ,Patrimoniales y Vida
1325,CUIT,30715138308,HORIANSKI BROKER S.R.L. ,Patrimoniales y Vida
1326,CUIT,30715150316,GRUPO OTE S.R.L. ,Patrimoniales y Vida
1327,CUIT,30710940564,RM ORGANIZACION DE PRODUCTORES DE SEGUROS S.A. ,Patrimoniales y Vida
1328,CUIT,30715161016,ASESORES EN LINEA SRL ,Patrimoniales y Vida
1329,CUIT,30707136363,GBS ARGENTINA S.A. ,Patrimoniales y Vida
1330,CUIT,30714919721,SMILE BROKER S.A. ,Patrimoniales y Vida
1331,CUIT,30715135090,COLLINS S.A. ,Patrimoniales y Vida
1332,CUIT,30715171496,EL FARO BROKER DE ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1333,CUIT,30715197754,CONACTIO S.R.L. ,Patrimoniales y Vida
1334,CUIT,30715189204,GRUPO MARSANT ASESORES EN SEGUROS S.A. ,Patrimoniales y Vida
1335,CUIT,30715218441,TORINO BROKERS S.A. ,Patrimoniales y Vida
1336,CUIT,30710769873,COMPARAENCASA S.A. ,Patrimoniales y Vida
1337,CUIT,30711737622,DCP CONSULTING S.R.L. ,Patrimoniales y Vida
1338,CUIT,30715193910,PUNTO ASESOR S.A. ,Patrimoniales y Vida
1339,CUIT,30715217445,AMOUNT ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1340,CUIT,30715173170,NONTHUE BROKER ASESORES DE SEGUROS SA. ,Patrimoniales y Vida
1341,CUIT,30715163507,EXPRESS ORGANIZACION DE PRODUCTORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1342,CUIT,30715101714,ARGENTINA CROSSING ASESORES DE SEGUROS S.R.L ,Patrimoniales y Vida
1343,CUIT,30715167103,RUBEN P. AMBROGETTI Y ASOCIADOS PRODUCTORES Y ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1344,CUIT,33715211969,ISG ADMINISTRADORES DE RIESGO S.R.L. ,Patrimoniales y Vida
1345,CUIT,33715057129,MICHELI GANDOLFI Y ASOCIADOS S.A. ,Patrimoniales y Vida
1346,CUIT,30715215469,MGP BROKER S.A. ,Patrimoniales y Vida
1347,CUIT,30711737312,ORGANIZACION CUYANA BROKER ASESORAMIENTO Y SERVICIOS S.A. ,Patrimoniales y Vida
1348,CUIT,30715285963,PCA ASESORES DE SEGUROS ,Patrimoniales y Vida
1349,CUIT,30715322079,IN BROKER S.R.L ,Patrimoniales y Vida
1350,CUIT,30713684100,BROKER PACK PRODUCTORES DE SEGUROS S.A. ,Patrimoniales y Vida
1351,CUIT,30715319396,PROASESOR S.R.L. ,Patrimoniales y Vida
1352,CUIT,30715358901,DAG BROKERS SOCIEDAD DE RESPONSABILIDAD LIMITADA ,Patrimoniales y Vida
1353,CUIT,30715316281,AB CONSULTORIA S.A. ,Patrimoniales y Vida
1354,CUIT,30715316656,MARIANO LARRETEGUY Y ASOCIADOS S.R.L. ,Patrimoniales y Vida
1355,CUIT,30715341618,MAX SOLUCIONES PATRIMONIALES S.R.L. ,Patrimoniales y Vida
1356,CUIT,30715297341,CAVALLERO PRODUCTORES ASESORES DE SEGUROS ,Patrimoniales y Vida
1357,CUIT,30715283375,BUYINS S.A. ,Patrimoniales y Vida
1358,CUIT,30715376780,CGL ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1359,CUIT,30715324659,DDN BARILOCHE S.A. ,Patrimoniales y Vida
1360,CUIT,30709040398,GRUPO MERITO SA ,Patrimoniales y Vida
1361,CUIT,30715380567,SENS GROUP SRL ,Patrimoniales y Vida
1362,CUIT,33715395709,FFH ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1363,CUIT,30715368826,BRICK BROKERS S.R.L. ,Patrimoniales y Vida
1364,CUIT,33715411739,ORGANIZACION IVIGLIA S.R.L. ,Patrimoniales y Vida
1365,CUIT,30715364332,CRV BROKER S.R.L. ,Patrimoniales y Vida
1366,CUIT,30715340441,AR BROKERS PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1367,CUIT,30715371843,ANGIONE ASESORES & PRODUCTORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1368,CUIT,30715456369,IPSUM S.R.L. ,Patrimoniales y Vida
1369,CUIT,30715364766,ORGANIZACION SAPOZNICOFF S.R.L. ,Patrimoniales y Vida
1370,CUIT,30715436333,LOVELLI - ROULET S.R.L. ,Patrimoniales y Vida
1371,CUIT,30715434799,SALTA P.A.S. S.R.L. ,Patrimoniales y Vida
1372,CUIT,30715445790,SGS SOLUCIONES S.A. ,Patrimoniales y Vida
1373,CUIT,30715484656,MASTRANGELO MOLINA ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1374,CUIT,30715442902,LIBERTADOR SS S.A. ,Patrimoniales y Vida
1375,CUIT,30715440179,SOLUCIONES EN RIESGOS S.A. ,Patrimoniales y Vida
1376,CUIT,30715423681,BBVA BROKER S.A. ,Patrimoniales y Vida
1377,CUIT,30715362747,VOLKSWAGEN BROKERS ARGENTINA S.A. ,Patrimoniales y Vida
1378,CUIT,30709570818,ARKHUE ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1379,CUIT,30715472879,SANTOS FARACE Y ASOC S.A. ,Patrimoniales y Vida
1380,CUIT,30715476475,DLP CONSULTORA S.A. ,Patrimoniales y Vida
1381,CUIT,30715470612,A-Z INTEGRADOS S.R.L. ,Patrimoniales y Vida
