productores_sociedad_matricula,productores_sociedad_tipo_id,productores_sociedad_id,productores_sociedad_denominacion,ramo
1657,CUIT,30717069168,PORT WILLIAMS S.R.L. ,Patrimoniales y Vida
1658,CUIT,30717408205,NDA PRODUCTORES ASESORES DE SEGUROS SOCIEDAD DE RESPONSABILIDAD LIMITADA ,Patrimoniales y Vida
1659,CUIT,33717536709,AMBROGGI MANZANO PRODUCTORES DE SEGUROS S.A.S ,Patrimoniales y Vida
1660,CUIT,30717080250,GESTION CITERA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS SOCIEDAD ANONIMA ,Patrimoniales y Vida
1661,CUIT,30717404242,TUGARANTIA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1662,CUIT,30717469859,CLOVER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1663,CUIT,30717545334,BE SAFE SOCIEDAD DE PRODUCTORES Y ASESORES DE SEGUROS SOCIEDAD ANONIMA ,Patrimoniales y Vida
1664,CUIT,30717398927,GVAC PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1665,CUIT,33717240699,AMALGAMA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1666,CUIT,30717475301,DOBLE OCHO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1667,CUIT,30717554929,ZR PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1668,CUIT,30717660214,NALU EXCLUSIVA PRODUCTORES ASESORES DE SEGUROS SOCIEDAD ANONIMA ,Patrimoniales y Vida
1669,CUIT,33717397709,HG SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1670,CUIT,33717375489,BGS LATAM BROKER PRODUCTORES ASESORES DE SEGUROS S.A.  ,Patrimoniales y Vida
1671,CUIT,30717288722,TIME TRAVELLERS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1672,CUIT,30717501027,BBR BROKER S.R.L. SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS ,Patrimoniales y Vida
1673,CUIT,30717545482,GURO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1674,CUIT,30717499391,SN BROKERS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1675,CUIT,30717157008,TECNOSUR SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Articulo 19
1676,CUIT,33717004979,MIBRO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1677,CUIT,30717665216,ZALAZAR Y ASOCIADOS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1678,CUIT,30717631885,INTERPAS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1679,CUIT,30717661113,FAD PRODUCTORES ASESORES DE SEGUROS ASOCIADOS S.R.L. ,Patrimoniales y Vida
1680,CUIT,30717517519,HEADING SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1681,CUIT,33717443379,CERTUS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S ,Patrimoniales y Vida
1682,CUIT,30717639444,COMAFI SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1683,CUIT,30717161676,DE LA A A LA Z SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1684,CUIT,30717555321,CONFIANCE SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1685,CUIT,30717543242,CONTROL BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1686,CUIT,30717618129,TEEM SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1687,CUIT,30717672875,INVAI SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L ,Patrimoniales y Vida
1688,CUIT,30717660583,LEXUS AR SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1689,CUIT,30717640183,NETWORK SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1690,CUIT,30717685160,RA BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1691,CUIT,30717614093,GRIB SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1692,CUIT,30717311511,CORONEL MOYA  Y ASOCIADOS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1693,CUIT,30717486494,ALTAMIRANO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1694,CUIT,30717613526,ALFREDO CORDONE SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1695,CUIT,30717713407,FOCUS BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1696,CUIT,30717521850,VE.DI. SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1697,CUIT,30715533940,APH SOCIEDAD DE PRODUCTORES Y ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1698,CUIT,30717681378,ELEMENTAL BROKERS SOCIEDAD DE PRODUCTORES Y ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1699,CUIT,30717686604,LANDS BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1700,CUIT,30717496074,GOMEZ LORENZO PRODUCTORES ASESORES DE SEGUROS S.A.S ,Patrimoniales y Vida
1701,CUIT,30717812723,KAVOP SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1702,CUIT,30716593750,LOPEZ Y MEJUTO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1703,CUIT,30717486427,VIGIER BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1704,CUIT,30717581950,TUFLIP SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1705,CUIT,30717628302,DMB CONSULTORES SOC DE PRODUCTORES ASESORES DE SEGUROS SOCIEDAD DE RESPONSABILIDAD LIMITADA ,Patrimoniales y Vida
1706,CUIT,30717814254,TAMIN BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1707,CUIT,30717080390,LE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1708,CUIT,30717473449,PAS.UNUM.ORGANIZADORES S.A.S. SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS ,Patrimoniales y Vida
1709,CUIT,30717886301,JIF SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1710,CUIT,33717863939,INFITINYBROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1711,CUIT,30717754472,QUEBEC SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1712,CUIT,30717810798,HABITAT SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS SOCIEDAD DE RESPONSABILIDAD LIMITADA ,Patrimoniales y Vida
1713,CUIT,30717674312,CYBER ASSIST SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1714,CUIT,30717703568,LEGAL BROKERS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1715,CUIT,30717884694,SHELTER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1716,CUIT,30717118592,SXIETE SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S ,Patrimoniales y Vida
1717,CUIT,33717939099,NEW SUNRISE BROKER PRODUCTOR ASESOR DE SEGUROS SOCIEDAD ANONIMA ,Patrimoniales y Vida
1718,CUIT,30717690792,NEW TECH BROKERS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1719,CUIT,30717665313,ALFREDO CHIAPPUSSI SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1720,CUIT,30717875547,GUSTAVO R. PALMA E HIJOS PRODUCTORES DE SEGUROS SOCIEDAD DE RESPONSABILIDAD LIMITADA ,Patrimoniales y Vida
1721,CUIT,30717098680,SAL Y SILVETTI SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S ,Patrimoniales y Vida
1722,CUIT,30718019105,MERCI PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1723,CUIT,30718004965,ALIWEN SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1724,CUIT,30717630935,MMP ASESORES SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1725,CUIT,30717485471,SESAN NASUTI & ASOCIADOS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1726,CUIT,30717954919,BMSP BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1727,CUIT,30717947483,VDT SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1728,CUIT,30717920569,ORGPADUA SOCIEDAD DE PRODUCTORES ASESORES DE SEGURO S.R.L. ,Patrimoniales y Vida
1729,CUIT,30717781453,FEDERICO Y ASOCIADOS PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1730,CUIT,30717730085,ASC SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1731,CUIT,30717692965,SOUTH BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1732,CUIT,30718098250,CORPUS BROKER PRODUCTORES ASESORES DE SEGUROS SOCIEDAD ANONIMA ,Patrimoniales y Vida
1733,CUIT,30717848248,THE UMBRELLA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1734,CUIT,30717711951,S.O.S. SUCURSAL OESTE SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1735,CUIT,30717723410,SUNI SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS SOCIEDAD DE RESPONSABILIDAD LIMITADA ,Patrimoniales y Vida
1736,CUIT,30717687430,FINEX PATRIMONIOS PRODUCTORES DE SEGUROS S.A. ,Patrimoniales y Vida
1737,CUIT,30718019423,ANTEGIOVANNI & ASOCIADOS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1738,CUIT,30717845540,SER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1739,CUIT,30717955958,ACTIVE SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1740,CUIT,30717592901,FASTED SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1741,CUIT,30718076052,PENTA BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1742,CUIT,30717884988,BROKER ORV ALIANZAS INTELIGENTES SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1743,CUIT,30717872041,BACS BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1744,CUIT,30718214188,VUS BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1745,CUIT,30717788652,ORGANIZACION CHIALVO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1746,CUIT,30717112934,ANBA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1747,CUIT,30715407384,SINCRONICIDAD S.A. SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS  ,Patrimoniales y Vida
1748,CUIT,30718213262,IMPULSAR SOCIEDAD DE PRODUCTORES Y ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1749,CUIT,30717847527,ZWP SOCIEDAD ANÓNIMA DE PRODUCTORES ASESORES DE SEGUROS  ,Articulo 19
1750,CUIT,30718042417,AC BROKERS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1751,CUIT,30717314936,ORGANIZACION PUCCINI SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1752,CUIT,30718172000,MCH BROKERS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1753,CUIT,30718191749,FIRENZE VITA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1754,CUIT,30718193814,TRYS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1755,CUIT,30718097599,GOGNIAT NICOLAS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1756,CUIT,30717355861,ORGANIZACION MENGONI SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1757,CUIT,30718038851,GERMAN PUCHETA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1758,CUIT,30718104676,ORONAO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1759,CUIT,30717876454,SIFH SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1760,CUIT,30718275292,PROMENA PROTECT SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1761,CUIT,30718335333,DARDO SILVA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1762,CUIT,33718189379,AA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1763,CUIT,30717510441,HORACIO MERODO E HIJOS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Articulo 19
1764,CUIT,33718096419,LISEG SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1765,CUIT,30718035577,BUSHI BROKERS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1766,CUIT,30718030966,CAUCIONLINE SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1767,CUIT,30718238036,SIRES RESPUESTA SEGURA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A ,Patrimoniales y Vida
1768,CUIT,30718280032,JUGRA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1769,CUIT,30718246632,JORDA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1770,CUIT,30718135946,J&J BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1771,CUIT,30718310934,MAURO GUILLERMO SEQUEIRO BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1772,CUIT,30718262581,VILLAMIL Y  ASOCIADOS PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1773,CUIT,30718371518,LÓPEZ OSORNIO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1774,CUIT,30718396170,RUBICO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1775,CUIT,30718365747,DORLEONA SOCIEDAD DE PRODUCTORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1776,CUIT,30718484339,MARTEU SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1777,CUIT,30718295889,PLUSS LIFE SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1778,CUIT,30718404505,GRAVITAS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1779,CUIT,30718216571,PUERTO NUEVO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1780,CUIT,30718287436,POLARIS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1781,CUIT,30718361644,DONOFRIO Y ASOCIADOS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1782,CUIT,30716659808,COMPARADOR DIGITAL SOCIEDAD ANÓNIMA DE PRODUCTORES ASESORES DE SEGUROS ,Patrimoniales y Vida
1783,CUIT,30718369688,NEXO BROKER DE RIESGOS - PRODUCTORES ASESORES EN SEGUROS S.R.L. ,Patrimoniales y Vida
1784,CUIT,30718095170,CASA COROS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1785,CUIT,30717038025,CRUZ & ELMO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1786,CUIT,30718256913,HGB SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1787,CUIT,33717401269,GF & CO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1788,CUIT,30718493834,CANNATA MAXIMILIANO LEONEL SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1789,CUIT,30718226755,JH BROKER SAS SOCIEDAD DE ASESORES PRODUCTORES DE SEGUROS  ,Patrimoniales y Vida
1790,CUIT,30718447484,ORGANIZACIÓN SAMMAN PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1791,CUIT,30717537927,FANTIN TEJEDA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1792,CUIT,30718515749,PANATTONI - MANSANELLI SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1793,CUIT,30718293940,RBBS BROKERS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1794,CUIT,30717596257,SBS BROKER SOCIEDAD DE PRODUCTORES DE ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1795,CUIT,30717518159,TU ESPECIALISTA SAN PEDRO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1796,CUIT,30718438051,EE BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1797,CUIT,30718619978,INSUWORLD SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1798,CUIT,30718456726,CN ASESORES SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1799,CUIT,30718588959,CONECTA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1800,CUIT,30716864754,WEGO AGRO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1801,CUIT,30718508408,LURASCHI SOCIEDAD DE PRODUCTORES ASESORES DE SEGURO S.A. ,Patrimoniales y Vida
1802,CUIT,30718502078,MUV SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1803,CUIT,30717759725,MARINE BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1804,CUIT,30718536517,LINDICO BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1805,CUIT,30718625528,GRANDE Y RAMIREZ SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1806,CUIT,30718391543,SMMART SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1807,CUIT,30717952991,DEL VALLE FH SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1808,CUIT,30718566351,ORGANIZACION OURO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1809,CUIT,30718497600,RANIERI SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1810,CUIT,30718688848,ORGANIZACION NEOVIRTUALPAS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1811,CUIT,30718261860,CM LIFE BROKER PRODUCTORES Y ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1812,CUIT,30718519612,APPOLLONI SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1813,CUIT,30718122801,MZ PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1814,CUIT,30718478274,LEIVA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1815,CUIT,33718646419,GRUPO ASSICURATI SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1816,CUIT,30717847322,ES MDP 2707 SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1817,CUIT,30718753143,RED PATAGONICA PRODUCTORES ASESORES DE SEGUROS SOCIEDAD ANONIMA ,Patrimoniales y Vida
1818,CUIT,30718563972,SICURO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1819,CUIT,30718714229,SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS ORGANIZACION FALCON S.R.L. ,Patrimoniales y Vida
1820,CUIT,30718618815,COLMENA MAPS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1821,CUIT,30718626222,ARKET SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1822,CUIT,30718209567,PRESTIGE WORLDWIDE SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1823,CUIT,33718714759,LOS ANDES BROKER S.A. SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS ,Patrimoniales y Vida
1824,CUIT,30718388461,DI BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1825,CUIT,33718738259,REDEX SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1826,CUIT,30718759435,ALL BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1827,CUIT,30718518993,GMP ASESORES PRODUCTORES INTEGRALES DE SEGUROS S.R.L.  ,Patrimoniales y Vida
1828,CUIT,30716648415,FEDERASEGURADOS SOCIEDAD DE PRODUCTORES DE SEGUROS S.A. ,Patrimoniales y Vida
1829,CUIT,30718282450,P&P PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1830,CUIT,30718854675,INNOVARE PRODUCTORES ASESORES DE SEGUROS SOCIEDAD ANÓNIMA ,Patrimoniales y Vida
1831,CUIT,30718540948,GRUPO STORINO PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1832,CUIT,33718318179,ALKANZAR SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1833,CUIT,30718587707,GRS BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGURO S.R.L. ,Patrimoniales y Vida
1834,CUIT,30718221354,EUREKA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1835,CUIT,30718697456,L PARENTE GROUP SOCIEDAD DE PRODUCTORES DE SEGUROS S.A. ,Patrimoniales y Vida
1836,CUIT,30718497120,ALORI ARGENTINA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1837,CUIT,30718812301,ORGANIZACION ROSARIO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1838,CUIT,30718860462,PINO S.A. PRODUCTORES ASESORES DE SEGUROS ,Patrimoniales y Vida
1839,CUIT,30718335597,LE BATELEUR SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1840,CUIT,30718429338,GHIRLANDA MC SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1841,CUIT,30718693914,RUGGI CO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1842,CUIT,30717607526,MGR SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1843,CUIT,30718969693,ROSEMBERG & TARLETTA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1844,CUIT,30718891333,URANCE VG AGENCY SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1845,CUIT,30717913627,DECA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1846,CUIT,30718859103,A. BILBAO & ASOCIADOS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1847,CUIT,30718848225,ANANDA PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1848,CUIT,30718164733,TREVI SOCIEDAD DE PRODUCTORES Y ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1849,CUIT,30718803418,MEDICCI - VIGNAU & ASOCIADOS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1850,CUIT,30718833945,SERCAP SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1851,CUIT,30718216784,SPMF SOCIEDAD DE PRODUCTORES ASESRES DE SEGUROS S.R.L. ,Patrimoniales y Vida
